bill_id,state,bill_number,title,date of introduction,chamber of origin,final status,date of final,text
1169996,CT,HB05995,An Act Eliminating Climate Change From The Next Generation Science Standards.,2019-01-24,H,Referred to Joint Committee on Environment,2019-01-24,https://legiscan.com/CT/text/HB05995/id/1868608
1426071,CT,HB05824,An Act Concerning Planning For Coastal Resiliency Against Climate Change.,2021-01-28,H,Referred to Joint Committee on Environment,2021-01-28,https://legiscan.com/CT/text/HB05824/id/2262105
1379425,CT,HB07006,"An Act Concerning Emergency Response By Electric Distribution Companies, The Regulation Of Other Public Utilities And Nexus Provisions For Certain Disaster-related Or Emergency-related Work Performed In The State.",2020-09-30,H,Transmitted to the Secretary of State,2020-10-16,https://legiscan.com/CT/text/HB07006/id/2211735
1471410,CT,HB06557,An Act Concerning Social And Emotional Learning.,2021-03-03,H,"Favorable Change of Reference, Senate to Committee on Appropriations",2021-04-05,https://legiscan.com/CT/text/HB06557/id/2355983
618560,CT,SB00106,An Act Concerning Improving Employment Opportunities Through Education And Ensuring Safe School Climates.,2014-02-13,S,Signed by the Governor,2014-06-11,https://legiscan.com/CT/text/SB00106/id/1026391
1253934,CT,SB01129,An Act Concerning Various Initiatives To Promote Computer Science And Technical Talent In Education.,2019-04-24,S,File Number 921,2019-05-20,https://legiscan.com/CT/text/SB01129/id/2022346
1355003,CT,HB05434,An Act Concerning The Treasurer's Recommendations For The Inclusion Of Financial Literacy In The Public School Curriculum.,2020-03-04,H,Public Hearing 03/09,2020-03-05,https://legiscan.com/CT/text/HB05434/id/2159743
1223368,CT,SB00957,An Act Concerning Computer Science Instruction In Public Schools.,2019-02-28,S,Signed by the Governor,2019-07-12,https://legiscan.com/CT/text/SB00957/id/2043143
1098760,CT,HB05360,"An Act Concerning Revisions To Certain Environmental Quality And Conservation Programs Of The Department Of Energy And Environmental Protection And Certain Farmland Preservation Programs Of The Department Of Agriculture And Establishing A Working Group On Microfiber Pollution, Authorizing School Instruction And Curriculum On Climate Change, Requiring Updated Hazardous Mitigation Plans For Certain Hazardous Chemical Facilities, Permitting Sunday Bow Hunting Of Deer Throughout The State And Establishing A Pilot Program On The Separate Collection Of Glass From Other Recycling Programs.",2018-03-01,H,Signed by the Governor,2018-06-14,https://legiscan.com/CT/text/HB05360/id/1803456
1605232,CT,SB00420,An Act Concerning The State Workforce And Discrimination And Retaliation In The Workplace.,2022-03-10,S,File Number 431,2022-04-12,https://legiscan.com/CT/text/SB00420/id/2568763
1109667,CT,SB00533,An Act Concerning A Study Of State Revenue Policies.,2018-03-28,S,Motion Failed (JFS),2018-04-20,https://legiscan.com/CT/text/SB00533/id/1778092
1425656,CT,SB00696,An Act Concerning The Legislative Commissioners' Recommendations For Minor And Technical Revisions To Statutes Concerning Planning And Development.,2021-01-28,S,House Calendar Number 558,2021-05-28,https://legiscan.com/CT/text/SB00696/id/2338597
636824,CT,HB05564,An Act Concerning The Review And Approval Of Safe School Climate Plans By The Department Of Education And A Student Safety Hotline Feasibility Study.,2014-03-12,H,Signed by the Governor,2014-06-13,https://legiscan.com/CT/text/HB05564/id/1027353
516782,CT,SB01002,An Act Concerning Community Schools.,2013-02-27,S,Signed by the Governor,2013-06-03,https://legiscan.com/CT/text/SB01002/id/856063
392797,CT,SB00031,An Act Establishing A Commission On Judicial Compensation.,2012-02-09,,Signed by the Governor,2012-06-08,https://legiscan.com/CT/text/SB00031/id/648964
754824,CT,SB01089,An Act Concerning Mental Health Services.,2015-03-11,S,"Removed from the Foot of the Calendar, Senate",2015-06-01,https://legiscan.com/CT/text/SB01089/id/1217877
1478609,CT,HB06620,An Act Concerning The Right To Read And Addressing Opportunity Gaps And Equity In Public Schools.,2021-03-11,H,File Number 650,2021-05-10,https://legiscan.com/CT/text/HB06620/id/2392592
1202437,CT,HB07110,An Act Concerning Resources To Assist School Districts In Improving School Climate.,2019-02-14,H,File Number 890,2019-05-16,https://legiscan.com/CT/text/HB07110/id/2019270
469432,CT,SB00619,An Act Concerning The Commission On Connecticut's Future.,2013-01-25,S,Signed by the Governor,2013-05-28,https://legiscan.com/CT/text/SB00619/id/848060
1109754,CT,SB00528,An Act Concerning State Contract Assistance Provided To Certain Municipalities.,2018-03-28,S,"Senate Reconsidered, Veto Sustained",2018-06-25,https://legiscan.com/CT/text/SB00528/id/1800101
1446422,CT,SB00882,An Act Concerning Climate Change Mitigation And Home Energy Affordability.,2021-02-11,S,File Number 283,2021-04-06,https://legiscan.com/CT/text/SB00882/id/2357012
542001,CT,SB01160,An Act Concerning Gun Violence Prevention And Children's Safety.,2013-04-03,S,Public Act 13-3,2013-04-05,https://legiscan.com/CT/text/SB01160/id/812649
1331537,CT,SB00010,An Act Concerning Certain Recommendations Regarding Climate Change.,2020-02-06,S,Public Hearing 03/05,2020-02-28,https://legiscan.com/CT/text/SB00010/id/2124112
628824,CT,SB00312,An Act Concerning A Long Island Sound Resource And Use Inventory And A Long Island Sound Blue Plan.,2014-02-27,S,House Calendar Number 487,2014-05-01,https://legiscan.com/CT/text/SB00312/id/1015018
927271,CT,HB06547,An Act Concerning A Connecticut Green Plan And Land Resource And Use Inventory For Energy Infrastructure.,2017-01-24,H,"Tabled for the Calendar, House",2017-05-15,https://legiscan.com/CT/text/HB06547/id/1616525
728967,CT,HB06839,An Act Concerning A Long Island Sound Blue Plan And Resource And Use Inventory.,2015-02-19,H,Signed by the Governor,2015-06-19,https://legiscan.com/CT/text/HB06839/id/1242718
526970,CT,SB01096,An Act Requiring Greater Transparency And A Transition Plan For The Governance Of The State Education Resource Center.,2013-03-08,S,Signed by the Governor,2013-07-12,https://legiscan.com/CT/text/SB01096/id/867063
1485300,CT,HB06662,An Act Declaring Racism As A Public Health Crisis And Establishing The Commission On Racial Equity In Public Health.,2021-03-19,H,File Number 656,2021-05-10,https://legiscan.com/CT/text/HB06662/id/2392585
132283,CT,HB05466,An Act Concerning Climate Change.,2010-03-04,,Public Hearing 03/09,2010-03-05,https://legiscan.com/CT/text/HB05466/id/479664
1174429,CT,HB06586,An Act Concerning Transportation Improvements To Reduce Emissions And Vehicle Miles Traveled.,2019-01-28,H,Referred to Joint Committee on Transportation,2019-01-28,https://legiscan.com/CT/text/HB06586/id/1873562
1174453,CT,HB06448,An Act Concerning A Methane Tax.,2019-01-28,H,Referred to Joint Committee on Environment,2019-01-28,https://legiscan.com/CT/text/HB06448/id/1873585
1174590,CT,HB06451,An Act Concerning Carbon Pricing And The Payment Of An Annual Dividend.,2019-01-28,H,Referred to Joint Committee on Environment,2019-01-28,https://legiscan.com/CT/text/HB06451/id/1873718
1174633,CT,HB06441,An Act Concerning The State Renewable Energy Goal.,2019-01-28,H,Referred to Joint Committee on Environment,2019-01-28,https://legiscan.com/CT/text/HB06441/id/1873759
1179766,CT,HB06824,An Act Concerning Incentives In The School Building Project Grant Program For The Construction Of Green School Facilities.,2019-01-30,H,Referred to Joint Committee on Education,2019-01-30,https://legiscan.com/CT/text/HB06824/id/1879367
629011,CT,HB05424,An Act Concerning The Responsibilities Of The Water Planning Council.,2014-02-27,H,Signed by the Governor,2014-06-11,https://legiscan.com/CT/text/HB05424/id/1026610
803130,DC,B21-0369,Commission On Climate Change And Resiliency Establishment Act Of 2015,2015-09-22,C,"Transmitted to Congress, Projected Law Date is February 28, 2017",2017-01-06,https://legiscan.com/DC/text/B21-0369/id/1433848
518864,DC,PR20-0084,Sense Of The Council Clean Air Cities Resolution Of 2013,2013-02-05,C,"Resolution R20-0048 Effective from Mar 5, 2013 Published in DC Register Vol 60 and Page 4006",2013-03-22,https://legiscan.com/DC/text/PR20-0084/id/782277
1613612,DC,B24-0755,Resilient and Energy Efficient Historic Properties Amendment Act of 2022,2022-03-31,C,Notice of Intent to Act on B24-0755 Published in the DC Register,2022-04-08,https://legiscan.com/DC/text/B24-0755/id/2562955
526375,DC,PR20-0121,Sense Of The Council In Support Of Earth Hour Resolution Of 2013,2013-03-05,C,"Resolution R20-0072 Effective from Mar 19, 2013 Published in DC Register Vol 60 and Page 4931",2013-04-05,https://legiscan.com/DC/text/PR20-0121/id/800168
1525256,DC,B24-0420,Clean Energy DC Building Code Amendment Act of 2021,2021-10-01,C,Public Hearing Held,2022-01-25,https://legiscan.com/DC/text/B24-0420/id/2435463
1513079,DC,B24-0267,Climate Commitment Act of 2021,2021-05-24,C,Public Hearing Held,2022-01-25,https://legiscan.com/DC/text/B24-0267/id/2406534
659044,DC,PR20-1118,Sense Of The Council Encouraging The District Prudent Investment With Regard To Fossil Fuels Resolution Of 2014,2014-10-27,C,"Resolution R20-0709 Effective from Dec 2, 2014 Published in DC Register Vol 61 and Page 12587",2014-12-12,https://legiscan.com/DC/text/PR20-1118/id/1054721
1193802,DC,B23-0130,District of Columbia Office of Resilience Establishment Act of 2019,2019-02-05,C,"Law L23-0084, Effective from May 06, 2020 Published in DC Register Vol 67 and Page 5005",2020-05-15,https://legiscan.com/DC/text/B23-0130/id/2161969
1525294,DC,B24-0421,Public Service Commission Member Qualifications Amendment Act of 2021,2021-10-01,C,Notice of Intent to Act on B24-0421 Published in the DC Register,2021-10-08,https://legiscan.com/DC/text/B24-0421/id/2435503
1124190,DC,B22-0904,Cleanenergy Dc Omnibus Amendment Act Of 2018,2018-07-10,C,Signed with Act Number A22-0583,2019-01-18,https://legiscan.com/DC/text/B22-0904/id/1833946
1032759,DC,B22-0594,Student Fair Access To School Act Of 2017,2017-11-21,C,"Law Number L22-0157 Effective from August 25, 2018, Projected Law Date is August 25, 2018",2018-09-28,https://legiscan.com/DC/text/B22-0594/id/1798968
1407951,DC,B24-0018,Green Food Purchasing Amendment Act of 2021,2021-01-11,C,"Law L24-0016, Effective from Jul 29, 2021 Published in DC Register Vol 68 and Page 008598",2021-08-27,https://legiscan.com/DC/text/B24-0018/id/2403356
1597096,DC,B24-0675,Prioritizing People in Planning Amendment Act of 2022,2022-02-18,C,Notice of Intent to Act on B24-0675 Published in the DC Register,2022-03-04,https://legiscan.com/DC/text/B24-0675/id/2528079
1392609,DC,B24-0001,Comprehensive Plan Amendment Act of 2020,2021-01-04,C,"Law L24-0020, Effective from Aug 21, 2021 Published in DC Register Vol 68 and Page 010052",2021-09-24,https://legiscan.com/DC/text/B24-0001/id/2421160
