bill_id,state,bill_number,title,date of introduction,chamber of origin,final status,date of final,text
832250,HI,SB3074,Transportation; Clean Energy Initiative; State Planning Act; Fossil Fuels; Environment,2016-01-27,S,"Referred to TRE/EET, WAM.",2016-01-29,https://legiscan.com/HI/text/SB3074/id/1314751
1314323,HI,HB2029,Relating To Sustainability.,2020-01-21,H,The committee(s) on EEP/WLH recommend(s) that the measure be deferred.,2020-02-06,https://legiscan.com/HI/text/HB2029/id/2103715
1419732,HI,HB393,Relating To Ground Transportation.,2021-01-25,H,"Report adopted; referred to the committee(s) on FIN with Representative(s) Har, Matsumoto, Ward voting aye with reservations; Representative(s) McDermott, Okimoto voting no (2) and Representative(s) Gates excused (1).",2021-02-18,https://legiscan.com/HI/text/HB393/id/2277901
1540917,HI,HB393,Relating To Ground Transportation.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB393/id/2459993
188869,HI,SB2875,Food and Energy Security; Appropriation,2010-01-27,,"(S) Referred to WTL/ENE/EDT, WAM.",2010-01-28,https://legiscan.com/HI/text/SB2875/id/481969
458449,HI,SB168,Hawaiian Affairs; Public-Private Partnership; Department of Hawaiian Home Lands,2013-01-17,S,The committee(s) on THA deleted the measure from the public hearing scheduled on 02-25-13 2:45PM in conference room 224.,2013-02-21,https://legiscan.com/HI/text/SB168/id/753152
1569705,HI,SB2978,Relating To Carbon Sequestration Incentives.,2022-01-21,S,"Referred to AEN/EET, WAM.",2022-01-24,https://legiscan.com/HI/text/SB2978/id/2498241
1042308,HI,HB1570,Relating To The Environment.,2017-01-25,H,Received notice of discharge of conferees (Hse. Com. No. 689).,2018-04-27,https://legiscan.com/HI/text/HB1570/id/1773388
238913,HI,SB333,Hawaii Historic Preservation Special Fund; Uses,2011-01-21,,(S) Conference committee meeting to reconvene on 04-29-11 11:00AM in conference room 423.,2011-04-28,https://legiscan.com/HI/text/SB333/id/236520
1420466,HI,HB597,Relating To Real Property Transactions.,2021-01-25,H,"Referred to WAL, CPC, referral sheet 1",2021-01-27,https://legiscan.com/HI/text/HB597/id/2255966
1539740,HI,HB597,Relating To Real Property Transactions.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB597/id/2457543
1058887,HI,HB1715,Relating To Climate Change.,2018-01-17,H,The committee(s) on EEP recommend(s) that the measure be deferred.,2018-02-08,https://legiscan.com/HI/text/HB1715/id/1704203
1314878,HI,SB2579,Relating To Reforestation.,2020-01-17,S,"Referred to AEN/EET, WAM.",2020-01-23,https://legiscan.com/HI/text/SB2579/id/2104190
1316349,HI,HB2205,Relating To Reforestation.,2020-01-23,H,"Referred to EEP, FIN, referral sheet 5",2020-01-27,https://legiscan.com/HI/text/HB2205/id/2106148
1570517,HI,SB3057,Relating To Renewable Portfolio Standards.,2022-01-26,S,Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; none voting no (0) and Representative(s) McDermott excused (1).,2022-03-22,https://legiscan.com/HI/text/SB3057/id/2553551
1424452,HI,HB1141,Relating To Zero-emission Vehicles.,2021-01-27,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Okimoto, Tokioka, Ward voting aye with reservations; Representative(s) McDermott voting no (1) and none excused (0).",2021-02-09,https://legiscan.com/HI/text/HB1141/id/2280036
1539220,HI,HB1141,Relating To Zero-emission Vehicles.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB1141/id/2456724
1314129,HI,HB2007,Relating To Carbon Offsets.,2020-01-21,H,"Referred to TRN/EEP, FIN, referral sheet 4",2020-01-23,https://legiscan.com/HI/text/HB2007/id/2103517
1314546,HI,SB2632,Relating To Carbon Offsets.,2020-01-17,S,"Re-Referred to TRS/AEN, WAM.",2020-01-28,https://legiscan.com/HI/text/SB2632/id/2103871
931075,HI,SB1187,Relating To Clean Transportation.,2017-01-25,S,"Re-Referred to TRE, WAM.",2017-01-31,https://legiscan.com/HI/text/SB1187/id/1479048
1044056,HI,SB1187,Relating To Clean Transportation.,2017-01-25,S,Carried over to 2018 Regular Session.,2017-11-30,https://legiscan.com/HI/text/SB1187/id/1707529
1562419,HI,HB1521,Relating To Energy.,2022-01-19,H,The committee(s) on EEP recommend(s) that the measure be deferred.,2022-02-01,https://legiscan.com/HI/text/HB1521/id/2497612
1167639,HI,SB1241,Relating To Energy Data.,2019-01-24,S,"Act 092, 06/07/2019 (Gov. Msg. No. 1193).",2019-06-12,https://legiscan.com/HI/text/SB1241/id/2004090
366706,HI,SB333,Hawaii Historic Preservation Special Fund; Uses,2011-01-21,,(H) Received notice of all Senate conferees being discharged (Sen. Com. No. 747).,2012-04-13,https://legiscan.com/HI/text/SB333/id/535562
1069789,HI,HB2547,Relating To Sustainability.,2018-01-24,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2018-03-23,https://legiscan.com/HI/text/HB2547/id/1767875
1314473,HI,SB2486,Relating To Education Data.,2020-01-17,S,Enrolled to Governor.,2020-07-13,https://legiscan.com/HI/text/SB2486/id/2199242
931251,HI,HB1259,Relating To Clean Transportation.,2017-01-25,H,"Referred to TRN, EEP, FIN, referral sheet 6",2017-01-30,https://legiscan.com/HI/text/HB1259/id/1479228
1044139,HI,HB1259,Relating To Clean Transportation.,2017-01-25,H,Carried over to 2018 Regular Session.,2017-11-30,https://legiscan.com/HI/text/HB1259/id/1707730
1569612,HI,SB2814,Relating To A Coastal Zone Program.,2022-01-21,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2022-02-11,https://legiscan.com/HI/text/SB2814/id/2513151
1562572,HI,HB1522,Relating To Climate Mitigation.,2022-01-19,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Clark voting aye with reservations; Representative(s) Kong, McDermott, Okimoto voting no (3) and Representative(s) LoPresti, Perruso excused (2).",2022-02-04,https://legiscan.com/HI/text/HB1522/id/2506220
1172315,HI,HB1328,Relating To Government Websites.,2019-01-24,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Aquino, DeCoite, Nakamura, Quinlan, Thielen excused (5).",2019-02-15,https://legiscan.com/HI/text/HB1328/id/1911918
1289930,HI,HB1328,Relating To Government Websites.,2019-01-24,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB1328/id/2076710
1066433,HI,SB2673,Relating To Sustainable Development Goals.,2018-01-19,S,"Referred to GVO, WAM.",2018-01-24,https://legiscan.com/HI/text/SB2673/id/1700936
921567,HI,HB121,Relating To Ocean Management.,2017-01-20,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2017-03-24,https://legiscan.com/HI/text/HB121/id/1572037
1289399,HI,HB1242,Relating To Renewable Energy.,2019-01-24,H,The hearing on this measure has been cancelled until further notice.,2020-03-16,https://legiscan.com/HI/text/HB1242/id/2157206
1042153,HI,HB121,Relating To Ocean Management.,2017-01-20,H,Carried over to 2018 Regular Session.,2017-11-30,https://legiscan.com/HI/text/HB121/id/1700066
1419744,HI,SB524,Relating To Commuting.,2021-01-22,S,"Referred to LCA/TRS, WAM.",2021-01-27,https://legiscan.com/HI/text/SB524/id/2255317
1539650,HI,SB524,Relating To Commuting.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB524/id/2457397
697230,HI,SB544,Public Lands; Commercial Leases; Legislative Reference Bureau; Study; Appropriation ($),2015-01-23,S,"Act 142, 06/25/2015 (Gov. Msg. No. 1242).",2015-06-29,https://legiscan.com/HI/text/SB544/id/1220892
1172924,HI,HB1578,Relating To Sea Level Rise.,2019-01-24,H,"Referred to WLH/EEP, CPC, FIN, referral sheet 6",2019-01-28,https://legiscan.com/HI/text/HB1578/id/1871945
1289199,HI,HB1578,Relating To Sea Level Rise.,2019-01-24,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB1578/id/2075460
1319176,HI,HB2654,Relating To Taxation.,2020-01-23,H,"Re-referred to EEP, FIN, referral sheet 8",2020-01-29,https://legiscan.com/HI/text/HB2654/id/2109457
1163268,HI,SB700,Relating To A Coal-free Hawaii.,2019-01-18,S,"Referred to EET, CPH/WAM.",2019-01-24,https://legiscan.com/HI/text/SB700/id/1861693
1289540,HI,SB700,Relating To A Coal-free Hawaii.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB700/id/2076040
1570497,HI,HB1994,Relating To The Department Of Education.,2022-01-26,H,"Referred to EDU/AEN, WAM.",2022-03-11,https://legiscan.com/HI/text/HB1994/id/2539136
699977,HI,HB801,Special Purpose Revenue Bonds; SunStrong LLC; Renewable Energy Developer ($),2015-01-28,H,"Referred to ENE, WAM.",2015-03-10,https://legiscan.com/HI/text/HB801/id/1131193
1313982,HI,SB2366,Relating To A Coal-free Hawaii.,2020-01-17,S,"Referred to EET, CPH/WAM .",2020-01-23,https://legiscan.com/HI/text/SB2366/id/2103384
1317900,HI,SB3038,Relating To Taro.,2020-01-23,S,This measure has been deleted from the meeting scheduled on Wednesday 03-18-20 8:35AM in conference room 312.,2020-03-16,https://legiscan.com/HI/text/SB3038/id/2157336
1314694,HI,HB2093,Relating To Education Data.,2020-01-21,H,Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Gates excused (1).,2020-02-10,https://legiscan.com/HI/text/HB2093/id/2128262
925079,HI,SB350,Relating To Nutrient Cycling.,2017-01-20,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2017-02-02,https://legiscan.com/HI/text/SB350/id/1492359
1043613,HI,SB350,Relating To Nutrient Cycling.,2017-01-20,S,Carried over to 2018 Regular Session.,2017-11-30,https://legiscan.com/HI/text/SB350/id/1706930
1290475,HI,SB996,Relating To Zero-emission Vehicles.,2019-01-18,S,"Referred to TRN/EEP, FIN, referral sheet 36",2020-03-09,https://legiscan.com/HI/text/SB996/id/2157421
374875,HI,SB2596,Education; Bullying; Safe Schools Act; Cyberbullying; Harassment,2012-01-20,,"(S) Referred to EDU/JDL, WAM.",2012-01-23,https://legiscan.com/HI/text/SB2596/id/545043
372915,HI,HB2141,Education; Bullying; Safe Schools Act; Cyberbullying; Harassment,2012-01-20,,"(H) Referred to EDN, JUD, FIN, referral sheet 5",2012-01-20,https://legiscan.com/HI/text/HB2141/id/542826
1066573,HI,SB2573,Relating To Nutrient Cycling.,2018-01-19,S,"Passed Second Reading and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Ing, C. Lee, Souki excused (3).",2018-03-20,https://legiscan.com/HI/text/SB2573/id/1750204
593590,HI,HB1796,Restraint and Seclusion; Public Schools; Appropriation ($),2014-01-17,H,"Act 206, 7/2/2014 (Gov. Msg. No. 1316).",2014-07-08,https://legiscan.com/HI/text/HB1796/id/1015790
1316049,HI,HB2153,Relating To Phasing Out Fossil Fuels.,2020-01-23,H,"Referred to EEP, CPC, FIN, referral sheet 5",2020-01-27,https://legiscan.com/HI/text/HB2153/id/2105803
1318991,HI,SB3082,Relating To Phasing Out Fossil Fuels.,2020-01-23,S,"Referred to EET, CPH.",2020-01-27,https://legiscan.com/HI/text/SB3082/id/2109184
1422044,HI,HB856,Relating To Waste Management.,2021-01-27,H,The committee(s) on WAL recommend(s) that the measure be deferred.,2021-02-16,https://legiscan.com/HI/text/HB856/id/2287175
1540781,HI,HB856,Relating To Waste Management.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB856/id/2459119
1426431,HI,SB1371,Relating To Energy.,2021-01-27,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to CPN.",2021-02-19,https://legiscan.com/HI/text/SB1371/id/2300774
1538764,HI,SB1371,Relating To Energy.,2021-01-27,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB1371/id/2456003
184240,HI,HB1360,Motor Vehicle Emissions; California Code; Rules,2009-01-28,,Carried over to 2010 Regular Session.,2009-05-11,https://legiscan.com/HI/text/HB1360/id/415634
1069626,HI,SB2985,Relating To Preserving Coral Reefs.,2018-01-24,S,"Referred to WTL/AEN, JDC.",2018-01-26,https://legiscan.com/HI/text/SB2985/id/1704553
1069672,HI,HB2463,Relating To Preserving Coral Reefs.,2018-01-24,H,"Referred to EEP, CPC, FIN, referral sheet 9",2018-01-29,https://legiscan.com/HI/text/HB2463/id/1704884
1317899,HI,SB3022,Relating To Carbon Emissions Reduction.,2020-01-23,S,"Re-Referred to TRS, WAM.",2020-01-29,https://legiscan.com/HI/text/SB3022/id/2107867
1317835,HI,HB2493,Relating To Carbon Emissions Reduction.,2020-01-23,H,The committee(s) on TRN/EEP recommend(s) that the measure be deferred.,2020-02-04,https://legiscan.com/HI/text/HB2493/id/2108510
1569610,HI,SB2911,Relating To Sea-level Rise Impacts.,2022-01-21,S,"Referred to WTL/GVO, WAM.",2022-01-24,https://legiscan.com/HI/text/SB2911/id/2496271
1316589,HI,SB2954,Relating To Reducing Plastic Packaging Waste.,2020-01-23,S,"Referred to AEN/CPH, JDC.",2020-01-27,https://legiscan.com/HI/text/SB2954/id/2106398
1566851,HI,SB2236,Relating To The Housing Shortage.,2022-01-21,S,"Referred to HOU/EET, WAM/WTL.",2022-01-24,https://legiscan.com/HI/text/SB2236/id/2497701
931218,HI,SB1186,Relating To Energy.,2017-01-25,S,The committee on TRE deferred the measure.,2017-02-10,https://legiscan.com/HI/text/SB1186/id/1479195
1043036,HI,SB1186,Relating To Energy.,2017-01-25,S,Carried over to 2018 Regular Session.,2017-11-30,https://legiscan.com/HI/text/SB1186/id/1707323
1314658,HI,SB2629,Relating To The Environment.,2020-01-17,S,Enrolled to Governor.,2020-07-13,https://legiscan.com/HI/text/SB2629/id/2196254
1317764,HI,HB2391,Relating To Reducing Plastic Packaging Waste.,2020-01-23,H,"Referred to EEP/WLH, CPC, FIN, referral sheet 5",2020-01-27,https://legiscan.com/HI/text/HB2391/id/2107698
1317948,HI,SB3078,Relating To Hydrofluorocarbons.,2020-01-23,S,"Referred to EET/GVO, CPH.",2020-01-27,https://legiscan.com/HI/text/SB3078/id/2107914
1426597,HI,HB1318,Relating To Sustainability.,2021-01-27,H,"Act 152, on 07/01/2021 (Gov. Msg. No. 1254).",2021-07-02,https://legiscan.com/HI/text/HB1318/id/2380716
1319118,HI,SB3144,Relating To Grants For Local Recycling Facilities.,2020-01-23,S,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on EDB with none voting aye with reservations; none voting no (0) and Representative(s) Gates, McDermott, Thielen excused (3).",2020-03-13,https://legiscan.com/HI/text/SB3144/id/2170606
597702,HI,HB1885,Sand Island State Recreation Area; Appropriation ($),2014-01-21,H,Received notice of Senate conferees (Sen. Com. No. 675).,2014-04-14,https://legiscan.com/HI/text/HB1885/id/1004577
1567361,HI,SB2295,Relating To The Department Of Transportation.,2022-01-21,S,Enrolled to Governor.,2022-05-06,https://legiscan.com/HI/text/SB2295/id/2577659
1422026,HI,SB1003,Relating To Housing.,2021-01-27,S,"Referred to WTL/HOU, WAM.",2021-01-29,https://legiscan.com/HI/text/SB1003/id/2257746
1540354,HI,SB1003,Relating To Housing.,2021-01-27,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB1003/id/2458486
1314606,HI,HB2108,Relating To Health Care.,2020-01-21,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Matsumoto voting aye with reservations; Representative(s) Okimoto, Ward voting no (2) and Representative(s) Nakamura, Saiki, Yamashita excused (3).",2020-02-06,https://legiscan.com/HI/text/HB2108/id/2124701
183228,HI,HB287,Greenhouse Gas Emissions,2009-01-26,,Carried over to 2010 Regular Session.,2009-05-11,https://legiscan.com/HI/text/HB287/id/375319
597988,HI,SB2755,"SPRB; Pacific Power Group, LLC ($)",2014-01-17,S,The committee on ENE deferred the measure.,2014-02-04,https://legiscan.com/HI/text/SB2755/id/928853
1564344,HI,SB2168,Relating To Land Use.,2022-01-20,S,"Referred to WTL/AEN, WAM.",2022-01-21,https://legiscan.com/HI/text/SB2168/id/2497638
1418119,HI,SB341,Relating To Taro.,2021-01-22,S,"Referred to AGR, FIN, referral sheet 22",2021-03-11,https://legiscan.com/HI/text/SB341/id/2325300
1538600,HI,SB341,Relating To Taro.,2021-01-22,S,The committee(s) on AGR recommend(s) that the measure be deferred.,2022-03-18,https://legiscan.com/HI/text/SB341/id/2455758
1163276,HI,HB565,Relating To Disclosure Of Coastal Hazards.,2019-01-22,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; none voting no (0) and Representative(s) Cabanilla Arakawa, Nakamura, Thielen excused (3).",2019-02-08,https://legiscan.com/HI/text/HB565/id/1899427
1291433,HI,HB565,Relating To Disclosure Of Coastal Hazards.,2019-01-22,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB565/id/2079195
1426531,HI,SB1402,Relating To Transportation.,2021-01-27,S,"Act 131, on 06/30/2021 (Gov. Msg. No. 1233).",2021-07-01,https://legiscan.com/HI/text/SB1402/id/2381407
1317789,HI,HB2404,Relating To Grants For Local Recycling Facilities.,2020-01-23,H,"Report adopted. referred to the committee(s) on FIN as amended in HD 2 with none voting aye with reservations; none voting no (0) and Representative(s) Holt, Takayama excused (2).",2020-02-14,https://legiscan.com/HI/text/HB2404/id/2138640
1290738,HI,HB1015,Relating To Energy Data.,2019-01-24,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB1015/id/2078029
1426557,HI,HB1290,Relating To Energy.,2021-01-27,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Har, Tokioka voting aye with reservations; Representative(s) Okimoto voting no (1) and Representative(s) Ohno excused (1).",2021-02-11,https://legiscan.com/HI/text/HB1290/id/2287100
1540225,HI,HB1290,Relating To Energy.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB1290/id/2458300
828292,HI,SB2997,Statewide Community Planning; Transit-Oriented Development; Office of Planning; Transit-Oriented Development Advisory Group,2016-01-27,S,"Referred to TRE/WLA, WAM.",2016-01-29,https://legiscan.com/HI/text/SB2997/id/1310525
1569630,HI,SB2862,Relating To Education.,2022-01-21,S,Enrolled to Governor.,2022-05-06,https://legiscan.com/HI/text/SB2862/id/2577643
832124,HI,SB3077,Hawaii Interagency Council for Transit-oriented Development; Established; Coordinated Statewide Planning; Appropriation ($),2016-01-27,S,"Act 130, on 06/29/2016 (Gov. Msg. No. 1232).",2016-06-30,https://legiscan.com/HI/text/SB3077/id/1398204
1419804,HI,SB546,Relating To Taxation.,2021-01-22,S,"Referred to AEN/EET, WAM.",2021-01-27,https://legiscan.com/HI/text/SB546/id/2255368
1538710,HI,SB546,Relating To Taxation.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB546/id/2455929
1419983,HI,HB552,Relating To The Environment.,2021-01-25,H,"Act 074, on 06/24/2021 (Gov. Msg. No. 1176).",2021-06-25,https://legiscan.com/HI/text/HB552/id/2381502
1167531,HI,SB1126,Relating To Real Estate Disclosure.,2019-01-24,S,"Re-referred to WLH/EEP, CPC, JUD, referral sheet 31",2019-03-12,https://legiscan.com/HI/text/SB1126/id/1941976
1289308,HI,SB1126,Relating To Real Estate Disclosure.,2019-01-24,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB1126/id/2075640
1060871,HI,HB1751,Relating To Aquatic Resources.,2018-01-17,H,"Referred to WTL, WAM.",2018-03-06,https://legiscan.com/HI/text/HB1751/id/1732946
1538595,HI,SB920,Relating To State Light Duty Vehicles.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB920/id/2455751
1420518,HI,SB920,Relating To State Light Duty Vehicles.,2021-01-22,S,Report adopted. referred to the committee(s) on FIN as amended in HD 2 with none voting aye with reservations; none voting no (0) and none excused (0).,2021-03-25,https://legiscan.com/HI/text/SB920/id/2347094
1539830,HI,SB167,Relating To The State Plan.,2021-01-21,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB167/id/2457680
1414541,HI,SB167,Relating To The State Plan.,2021-01-21,S,Received notice of discharge of all conferees (Hse. Com. No. 629).,2021-04-23,https://legiscan.com/HI/text/SB167/id/2347067
1570886,HI,HB2089,Relating To Renewable Portfolio Standards.,2022-01-26,H,Transmitted to Governor.,2022-04-21,https://legiscan.com/HI/text/HB2089/id/2564701
1414535,HI,SB164,Relating To Electrification Of State Vehicles.,2021-01-21,S,"Referred to GVO, WAM.",2021-01-22,https://legiscan.com/HI/text/SB164/id/2252749
1540029,HI,SB164,Relating To Electrification Of State Vehicles.,2021-01-21,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB164/id/2457992
1574191,HI,HB2423,Relating To Climate Change Mitigation.,2022-01-26,H,Received notice of appointment of House conferees (Hse. Com. No. 718).,2022-04-19,https://legiscan.com/HI/text/HB2423/id/2567674
1319195,HI,SB3171,Relating To The Green Environment.,2020-01-23,S,"Referred to LMG, WLH, FIN, referral sheet 36",2020-03-09,https://legiscan.com/HI/text/SB3171/id/2157412
925708,HI,HB637,Relating To The State Building Codes.,2017-01-23,H,"Act 141, on 07/10/2017 (Gov. Msg. No. 1242).",2017-07-11,https://legiscan.com/HI/text/HB637/id/1605529
1163953,HI,SB996,Relating To Zero-emission Vehicles.,2019-01-18,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-02-15,https://legiscan.com/HI/text/SB996/id/1910893
1316381,HI,SB2818,Relating To Renewable Energy.,2020-01-23,S,This measure has been deleted from the meeting scheduled on Tuesday 03-17-20 2:00PM in conference room 329.,2020-03-16,https://legiscan.com/HI/text/SB2818/id/2170887
1172293,HI,HB1287,Relating To A Carbon Tax.,2019-01-24,H,"Referred to EEP, FIN, referral sheet 6",2019-01-28,https://legiscan.com/HI/text/HB1287/id/1871008
1291413,HI,HB1287,Relating To A Carbon Tax.,2019-01-24,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB1287/id/2079158
1167667,HI,HB842,Relating To The Hawaii State Planning Act.,2019-01-24,H,Received notice of appointment of House conferees (Hse. Com. No. 808).,2019-04-15,https://legiscan.com/HI/text/HB842/id/1985866
1289700,HI,HB842,Relating To The Hawaii State Planning Act.,2019-01-24,H,Received notice of discharge of all House conferees (Hse. Com. No. 363).,2020-06-22,https://legiscan.com/HI/text/HB842/id/2076299
1569410,HI,SB2731,Relating To The Bernice Pauahi Bishop Museum.,2022-01-21,S,The committee(s) on FIN recommend(s) that the measure be deferred.,2022-03-31,https://legiscan.com/HI/text/SB2731/id/2553684
1319304,HI,HB2704,Relating To State Facilities.,2020-01-23,H,"Report adopted; referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Holt, Takayama excused (2).",2020-02-14,https://legiscan.com/HI/text/HB2704/id/2127227
1314618,HI,SB2559,Relating To Energy.,2020-01-17,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2020-02-13,https://legiscan.com/HI/text/SB2559/id/2133372
1066421,HI,SB2571,Relating To Water Pollution.,2018-01-19,S,"Act 104, 07/03/2018 (Gov. Msg. No. 1205).",2018-07-06,https://legiscan.com/HI/text/SB2571/id/1788969
831594,HI,HB2626,Underground Storage Tanks; Shoreline,2016-01-27,H,"Act 179, 07/01/2016 (Gov. Msg. No. 1281).",2016-07-01,https://legiscan.com/HI/text/HB2626/id/1398164
1066239,HI,HB2026,Relating To The Environment.,2018-01-22,H,Received notice of appointment of House conferees (Hse. Com. No. 609).,2018-04-16,https://legiscan.com/HI/text/HB2026/id/1776951
1156722,HI,HB19,Relating To The Environment.,2019-01-17,H,"Referred to EEP/WLH, FIN, referral sheet 2",2019-01-22,https://legiscan.com/HI/text/HB19/id/1854429
1289817,HI,HB19,Relating To The Environment.,2019-01-17,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB19/id/2076517
1163475,HI,SB659,Relating To Transportation.,2019-01-18,S,"Referred to TRS/PSM, JDC/WAM.",2019-01-24,https://legiscan.com/HI/text/SB659/id/1861919
1288935,HI,SB659,Relating To Transportation.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB659/id/2075009
1422118,HI,HB805,Relating To Environmental Protection.,2021-01-27,H,"Referred to EEP/LAT, CPC, FIN, referral sheet 1",2021-01-27,https://legiscan.com/HI/text/HB805/id/2258498
1540797,HI,HB805,Relating To Environmental Protection.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB805/id/2459144
1313078,HI,HB1850,Relating To The Energy Security Special Fund.,2020-01-17,H,The hearing on this measure has been cancelled until further notice.,2020-03-16,https://legiscan.com/HI/text/HB1850/id/2116929
1319216,HI,SB3149,Relating To Taxation.,2020-01-23,S,"Referred to AEN/EET, WAM.",2020-01-27,https://legiscan.com/HI/text/SB3149/id/2109496
1569086,HI,SB2483,Relating To Energy.,2022-01-21,S,"Conference Committee Meeting will reconvene on Thursday, 04-28-22 at 5:00PM in Conference Room 325.",2022-04-28,https://legiscan.com/HI/text/SB2483/id/2551838
1569411,HI,SB2720,Relating To Energy.,2022-01-21,S,Enrolled to Governor.,2022-05-06,https://legiscan.com/HI/text/SB2720/id/2577722
1163306,HI,HB444,Relating To Onsite-non-potable Water Reuse Systems.,2019-01-22,H,"Act 202, 07/02/2019 (Gov. Msg. No. 1304).",2019-07-09,https://legiscan.com/HI/text/HB444/id/2004069
1068014,HI,HB2274,Relating To Electric Vehicle Charging Infrastructure.,2018-01-24,H,Received notice of appointment of House conferees (Hse. Com. No. 609).,2018-04-16,https://legiscan.com/HI/text/HB2274/id/1775295
828451,HI,HB2585,Breastfeeding; Jury Duty; Exemption,2016-01-27,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on JUD with none voting aye with reservations; none voting no (0) and Representative(s) Nakashima, Thielen, Tokioka excused (3).",2016-02-19,https://legiscan.com/HI/text/HB2585/id/1360477
1319175,HI,HB2653,Relating To Taxation.,2020-01-23,H,The committee(s) on EEP recommend(s) that the measure be deferred.,2020-02-13,https://legiscan.com/HI/text/HB2653/id/2109456
1163572,HI,SB828,Relating To Coastal Erosion Proactive Adaptation Plan.,2019-01-18,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-02-15,https://legiscan.com/HI/text/SB828/id/1911685
1290318,HI,SB828,Relating To Coastal Erosion Proactive Adaptation Plan.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB828/id/2077344
1163875,HI,SB1000,Relating To Electric Vehicles.,2019-01-18,S,Conference Committee Meeting will reconvene on Friday 04-26-19 12:15PM in conference room 224.,2019-04-25,https://legiscan.com/HI/text/SB1000/id/1980989
1289751,HI,SB1000,Relating To Electric Vehicles.,2019-01-18,S,Received notice of discharge of all House conferees (Hse. Com. No. 363).,2020-06-22,https://legiscan.com/HI/text/SB1000/id/2076398
1569517,HI,HB1838,Relating To A Coastal Zone Program.,2022-01-24,H,The committee(s) on WAL recommend(s) that the measure be deferred.,2022-02-10,https://legiscan.com/HI/text/HB1838/id/2497396
377871,HI,SB2797,Psychotropic Medications,2012-01-25,,"(S) Act 120, 6/15/2012 (Gov. Msg. No. 1222).",2012-06-15,https://legiscan.com/HI/text/SB2797/id/635152
