bill_id,state,bill_number,title,date of introduction,chamber of origin,final status,date of final,text
853402,CA,AB2722,Transformative Climate Communities Program.,2016-02-19,A,"Chaptered by Secretary of State - Chapter 371, Statutes of 2016.",2016-09-14,https://legiscan.com/CA/text/AB2722/id/1429300
1385557,CA,AB39,California-China Climate Institute.,2020-12-07,A,"Chaptered by Secretary of State - Chapter 227, Statutes of 2021.",2021-09-23,https://legiscan.com/CA/text/AB39/id/2434253
1450079,CA,AB585,Climate change: Extreme Heat and Community Resilience Program.,2021-02-11,A,In committee: Held under submission.,2021-08-26,https://legiscan.com/CA/text/AB585/id/2424469
1089334,CA,AB2528,Climate adaptation.,2018-02-14,A,Vetoed by Governor.,2018-09-18,https://legiscan.com/CA/text/AB2528/id/1818161
1593523,CA,AB2387,"Safe Drinking Water, Wildfire Prevention, Drought Preparation, Flood Protection, Extreme Heat Mitigation, and Workforce Development Bond Act of 2022.",2022-02-17,A,From committee: Do pass and re-refer to Com. on NAT. RES. (Ayes 11. Noes 2.) (April 5). Re-referred to Com. on NAT. RES.,2022-04-05,https://legiscan.com/CA/text/AB2387/id/2553659
1212731,CA,AB839,"Climate adaptation strategy: strategic resiliency framework: Resiliency through Adaptation, Economic Vitality, and Equity Account.",2019-02-20,A,In committee: Held under submission.,2019-08-30,https://legiscan.com/CA/text/AB839/id/2043677
1456977,CA,SB582,"Climate Emergency Mitigation, Safe Restoration, and Just Resilience Act of 2021.",2021-02-18,S,Died on file pursuant to Joint Rule 56.,2022-01-31,https://legiscan.com/CA/text/SB582/id/2403160
1076548,CA,SB964,Public Employees’ Retirement Fund and Teachers’ Retirement Fund: investments: climate-related financial risk.,2018-01-31,S,"Chaptered by Secretary of State. Chapter 731, Statutes of 2018.",2018-09-23,https://legiscan.com/CA/text/SB964/id/1820848
1089208,CA,AB2377,Agriculture: Cannella Environmental Farming Act of 1995: technical assistance grant program.,2018-02-14,A,"Chaptered by Secretary of State - Chapter 868, Statutes of 2018.",2018-09-28,https://legiscan.com/CA/text/AB2377/id/1821801
397159,CA,SB1066,Coastal resources: climate change.,2012-02-13,,"Chaptered by Secretary of State. Chapter 611, Statutes of 2012.",2012-09-27,https://legiscan.com/CA/text/SB1066/id/665300
62143,CA,SB128,California Climate Change Institute.,2009-02-05,,Returned to Secretary of Senate pursuant to Joint Rule 56.,2010-02-01,https://legiscan.com/CA/text/SB128/id/2528
1385510,CA,AB11,Climate change: regional climate change authorities.,2020-12-07,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB11/id/2253466
512196,CA,SB461,State tide and submerged lands: mineral extraction leases: revenues.,2013-02-21,S,"Set, second hearing. Held in committee and under submission.",2013-08-30,https://legiscan.com/CA/text/SB461/id/882018
1344366,CA,AB2441,Climate change: Safeguarding California Plan: Extreme Heat and Community Resilience Program.,2020-02-19,A,Re-referred to Com. on NAT. RES.,2020-05-05,https://legiscan.com/CA/text/AB2441/id/2182001
1417854,CA,AB284,California Global Warming Solutions Act of 2006: climate goal: natural and working lands.,2021-01-21,A,Ordered to inactive file at the request of Senator Skinner.,2021-09-02,https://legiscan.com/CA/text/AB284/id/2424690
1295836,CA,AB1839,"Economic, environmental, and social recovery: California COVID-19 Recovery Deal.",2020-01-06,A,Re-referred to Com. on NAT. RES.,2020-05-11,https://legiscan.com/CA/text/AB1839/id/2183249
1203143,CA,AB552,"Coastal resources: Program for Coastal Resilience, Adaptation, and Access.",2019-02-13,A,In committee: Held under submission.,2019-08-30,https://legiscan.com/CA/text/AB552/id/2048594
853179,CA,SB1383,Short-lived climate pollutants: methane emissions: dairy and livestock: organic waste: landfills.,2016-02-19,S,"Chaptered by Secretary of State. Chapter 395, Statutes of 2016.",2016-09-19,https://legiscan.com/CA/text/SB1383/id/1429626
1215826,CA,SB682,Climate change: radiative forcing management climate accounting protocol.,2019-02-22,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2020-02-03,https://legiscan.com/CA/text/SB682/id/1999120
853419,CA,AB2698,School accountability: school climate and restorative justice: assessments.,2016-02-19,A,From committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB2698/id/1396859
278856,CA,SB535,California Global Warming Solutions Act of 2006:,2011-02-17,,"Chaptered by Secretary of State. Chapter 830, Statutes of 2012.",2012-09-30,https://legiscan.com/CA/text/SB535/id/665273
1086666,CA,SB1072,Regional Climate Collaborative Program: technical assistance.,2018-02-12,S,"Chaptered by Secretary of State. Chapter 377, Statutes of 2018.",2018-09-13,https://legiscan.com/CA/text/SB1072/id/1819919
845119,CA,SB1000,Land use: general plans: safety and environmental justice.,2016-02-10,S,"Chaptered by Secretary of State. Chapter 587, Statutes of 2016.",2016-09-24,https://legiscan.com/CA/text/SB1000/id/1430758
1398276,CA,SB155,Public resources trailer bill.,2021-01-08,S,"Chaptered by Secretary of State. Chapter 258, Statutes of 2021.",2021-09-23,https://legiscan.com/CA/text/SB155/id/2434211
1210739,CA,AB740,Electricity: microgrids.,2019-02-19,A,"Re-referred to Com. on E., U. & C.",2020-07-02,https://legiscan.com/CA/text/AB740/id/2198390
514320,CA,SB726,California Global Warming Solutions Act of 2006: Western,2013-02-22,S,"Chaptered by Secretary of State. Chapter 420, Statutes of 2013.",2013-09-28,https://legiscan.com/CA/text/SB726/id/893081
1018906,CA,AJR20,Climate change.,2017-06-08,A,"Chaptered by Secretary of State - Res. Chapter 164, Statutes of 2017.",2017-09-19,https://legiscan.com/CA/text/AJR20/id/1649744
853476,CA,AB2651,Greenway easements.,2016-02-19,A,"Chaptered by Secretary of State - Chapter 471, Statutes of 2016.",2016-09-22,https://legiscan.com/CA/text/AB2651/id/1430996
1086558,CA,SB1088,"Safety, reliability, and resiliency planning: general rate case cycle.",2018-02-12,S,Re-referred to Com. on RLS. pursuant to Assembly Rule 96.,2018-07-05,https://legiscan.com/CA/text/SB1088/id/1812813
952813,CA,SB263,Climate Assistance Centers.,2017-02-08,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/SB263/id/1608611
735529,CA,SB379,Land use: general plan: safety element.,2015-02-24,S,"Chaptered by Secretary of State. Chapter 608, Statutes of 2015.",2015-10-08,https://legiscan.com/CA/text/SB379/id/1265233
1593593,CA,AB2442,Climate change.,2022-02-17,A,Re-referred to Com. on L. GOV.,2022-04-06,https://legiscan.com/CA/text/AB2442/id/2564555
1084760,CA,SB1035,General plans.,2018-02-08,S,"Chaptered by Secretary of State. Chapter 733, Statutes of 2018.",2018-09-23,https://legiscan.com/CA/text/SB1035/id/1820908
1424587,CA,SB260,Climate Corporate Accountability Act.,2021-01-26,S,In Assembly. Read first time. Held at Desk.,2022-01-26,https://legiscan.com/CA/text/SB260/id/2463904
1199536,CA,AJR7,Green New Deal.,2019-02-11,A,Measure version as revised on September 3 corrected.,2019-09-04,https://legiscan.com/CA/text/AJR7/id/2044649
880903,CA,AJR43,Greenhouse gases: climate change.,2016-06-06,A,"Chaptered by Secretary of State - Res. Chapter 168, Statutes of 2016.",2016-09-01,https://legiscan.com/CA/text/AJR43/id/1427786
1398172,CA,AB155,Budget Act of 2022.,2021-01-08,A,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R.",2022-02-16,https://legiscan.com/CA/text/AB155/id/2520308
1188467,CA,AB352,"Wildfire Prevention, Safe Drinking Water, Drought Preparation, and Flood Protection Bond Act of 2020.",2019-02-04,A,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on EQ.",2019-08-14,https://legiscan.com/CA/text/AB352/id/2048966
847965,CA,SB1043,Biogas and biomethane.,2016-02-12,S,From committee without further action.,2016-11-30,https://legiscan.com/CA/text/SB1043/id/1395514
63274,CA,SJR17,Climate change: ocean acidification: Arctic.,2009-07-23,,"Chaptered by Secretary of State. Res. Chapter 7, Statutes of 2010.",2010-04-26,https://legiscan.com/CA/text/SJR17/id/65842
1208157,CA,AB638,Department of Water Resources: water storage: climate change impacts.,2019-02-15,A,Consideration of Governor's veto stricken from file.,2020-01-21,https://legiscan.com/CA/text/AB638/id/2052589
733963,CA,AB498,Wildlife conservation: wildlife corridors.,2015-02-23,A,"Chaptered by Secretary of State - Chapter 625, Statutes of 2015.",2015-10-08,https://legiscan.com/CA/text/AB498/id/1265289
851848,CA,SB1161,Statutes of limitation: California Climate Science Truth and Accountability Act of 2016.,2016-02-18,S,Died on the inactive file.,2016-11-30,https://legiscan.com/CA/text/SB1161/id/1403252
966719,CA,SB560,Public retirement systems: investments: financial climate risk.,2017-02-17,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/SB560/id/1594875
1347373,CA,AB3030,Resource conservation: land and ocean conservation goals.,2020-02-21,A,In committee: Held under submission.,2020-08-20,https://legiscan.com/CA/text/AB3030/id/2204767
1147544,CA,SB100,Bergeson-Peace Infrastructure and Economic Development Bank.,2019-01-10,S,From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET.,2020-06-22,https://legiscan.com/CA/text/SB100/id/2195736
71616,CA,SB1241,Greenhouse gas emissions reduction: agriculture.,2010-02-19,,Held in committee and under submission.,2010-05-27,https://legiscan.com/CA/text/SB1241/id/5314
1131920,CA,AB78,Bergeson-Peace Infrastructure and Economic Development Bank.,2018-12-03,A,"Chaptered by Secretary of State - Chapter 10, Statutes of 2020.",2020-06-29,https://legiscan.com/CA/text/AB78/id/2198365
652406,CA,ACR160,Sea level rise.,2014-06-10,A,"Chaptered by Secretary of State - Res. Chapter 146, Statutes of 2014.",2014-09-02,https://legiscan.com/CA/text/ACR160/id/1044333
853129,CA,SB1294,The Community Climate and Drought Resilience Program of 2016.,2016-02-19,S,From committee without further action.,2016-11-30,https://legiscan.com/CA/text/SB1294/id/1396785
853263,CA,AB2444,"California Parks, Water, Climate, and Coastal Protection and Outdoor Access For All Act of 2018.",2016-02-19,A,From Senate committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB2444/id/1426122
1388510,CA,AB125,"Equitable Economic Recovery, Healthy Food Access, Climate Resilient Farms, and Worker Protection Bond Act of 2022.",2020-12-18,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB125/id/2363270
1347790,CA,SB1329,Climate change: Climate Innovation Grant Program: voluntary tax contributions.,2020-02-21,S,"Referral to Coms. on N.R. & W., and GOV. & F. rescinded due to the shortened 2020 Legislative Calendar.",2020-05-12,https://legiscan.com/CA/text/SB1329/id/2147424
741156,CA,SB758,"Atmospheric Rivers: Research, Mitigation, and Climate",2015-02-27,S,"Chaptered by Secretary of State. Chapter 682, Statutes of 2015.",2015-10-09,https://legiscan.com/CA/text/SB758/id/1265291
1385463,CA,SB18,Hydrogen: green hydrogen: emissions of greenhouse gases.,2020-12-07,S,August 26 hearing: Held in committee and under submission.,2021-08-26,https://legiscan.com/CA/text/SB18/id/2422101
625478,CA,SB1268,Natural Resources Climate Improvement Program.,2014-02-21,S,Held in committee and under submission.,2014-05-23,https://legiscan.com/CA/text/SB1268/id/1020468
1347757,CA,SB1296,Natural resources: the Nature and Parks Career Pathway and Community Resiliency Act of 2020.,2020-02-21,S,June 18 hearing: Held in committee and under submission.,2020-06-18,https://legiscan.com/CA/text/SB1296/id/2189926
1593793,CA,SB1206,Hydrofluorocarbon gases: sale or distribution.,2022-02-17,S,From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR.,2022-04-07,https://legiscan.com/CA/text/SB1206/id/2566734
625905,CA,SB1371,Natural gas: leakage abatement.,2014-02-21,S,"Chaptered by Secretary of State. Chapter 525, Statutes of 2014.",2014-09-21,https://legiscan.com/CA/text/SB1371/id/1046437
1182126,CA,AB320,Pest control: mosquito abatement.,2019-01-30,A,"Chaptered by Secretary of State - Chapter 422, Statutes of 2019.",2019-10-02,https://legiscan.com/CA/text/AB320/id/2055664
892502,CA,SB51,Professional licensees: environmental sciences and climate change: whistleblower and data protection.,2016-12-05,S,Last day to consider Governor’s veto pursuant to Joint Rule 58.5.,2018-03-03,https://legiscan.com/CA/text/SB51/id/1647741
704262,CA,AB197,State Air Resources Board: greenhouse gases: regulations.,2015-01-28,A,"Chaptered by Secretary of State - Chapter 250, Statutes of 2016.",2016-09-08,https://legiscan.com/CA/text/AB197/id/1428771
1453435,CA,AB766,Climate change: corporate disclosures.,2021-02-16,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB766/id/2341692
967701,CA,AB1608,Vibrant landscapes for California.,2017-02-17,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/AB1608/id/1606276
892499,CA,SB5,"California Drought, Water, Parks, Climate, Coastal Protection, and Outdoor Access For All Act of 2018.",2016-12-05,S,"Chaptered by Secretary of State. Chapter 852, Statutes of 2017.",2017-10-15,https://legiscan.com/CA/text/SB5/id/1653012
1590380,CA,AB2076,Extreme Heat and Community Resilience Program: Extreme Heat Hospitalization and Death Reporting System.,2022-02-14,A,Re-referred to Com. on HEALTH.,2022-03-24,https://legiscan.com/CA/text/AB2076/id/2555622
853477,CA,SB1425,Water-energy nexus registry.,2016-02-19,S,"Chaptered by Secretary of State. Chapter 596, Statutes of 2016.",2016-09-24,https://legiscan.com/CA/text/SB1425/id/1430886
1347297,CA,AB2954,California Global Warming Solutions Act of 2006: climate goal: natural and working lands.,2020-02-21,A,In committee: Held under submission.,2020-08-20,https://legiscan.com/CA/text/AB2954/id/2182010
514025,CA,AB1331,"Clean, Safe, and Reliable Drinking Water Act of 2014.",2013-02-22,A,Withdrawn from committee. Re-referred to Com. on RLS.,2014-06-18,https://legiscan.com/CA/text/AB1331/id/1035792
853522,CA,AB2702,Greenhouse gases: study.,2016-02-19,A,From committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB2702/id/1372422
1210765,CA,AB747,Planning and zoning: general plan: safety element.,2019-02-19,A,"Chaptered by Secretary of State - Chapter 681, Statutes of 2019.",2019-10-09,https://legiscan.com/CA/text/AB747/id/2056749
251343,CA,SBX11,Partnership academies: Clean Technology and Renewable,2011-02-01,,"Chaptered by Secretary of State. Chapter 2, Statutes of 2011-12 First Extraordinary Session.",2011-04-18,https://legiscan.com/CA/text/SBX11/id/271227
510811,CA,AB527,California Global Warming Solutions Act of 2006: Western,2013-02-20,A,Last day to consider Governor's veto pursuant to Joint Rule 58.5.,2014-03-06,https://legiscan.com/CA/text/AB527/id/884399
1456784,CA,AB1086,Organic waste: implementation strategy: report.,2021-02-18,A,In committee: Held under submission.,2021-08-26,https://legiscan.com/CA/text/AB1086/id/2423195
1147491,CA,SB99,General plans: safety element: emergency evacuation routes.,2019-01-10,S,"Chaptered by Secretary of State. Chapter 202, Statutes of 2019.",2019-08-30,https://legiscan.com/CA/text/SB99/id/2051072
733835,CA,SB317,"The Safe Neighborhood Parks, Rivers, and Coastal",2015-02-23,S,Died on file pursuant to Joint Rule 56.,2016-02-01,https://legiscan.com/CA/text/SB317/id/1222883
1584635,CA,SB932,General plans: circulation element: bicycle and pedestrian plans and traffic calming plans.,2022-02-07,S,Set for hearing April 26.,2022-03-30,https://legiscan.com/CA/text/SB932/id/2555655
892518,CA,SB30,Insurance: climate change.,2016-12-05,S,"Chaptered by Secretary of State. Chapter 614, Statutes of 2018.",2018-09-21,https://legiscan.com/CA/text/SB30/id/1820746
60099,CA,AB231,Environment: California Environmental Quality Act:,2009-02-05,,"Chaptered by Secretary of State - Chapter 432, Statutes of 2010.",2010-09-29,https://legiscan.com/CA/text/AB231/id/60978
1594775,CA,AB2944,"Greenhouse gases: carbon capture, utilization, and sequestration.",2022-02-18,A,"In committee: Set, first hearing. Hearing canceled at the request of author.",2022-04-12,https://legiscan.com/CA/text/AB2944/id/2556844
940173,CA,AB262,Public contracts: bid specifications: Buy Clean California Act.,2017-01-31,A,"Chaptered by Secretary of State - Chapter 816, Statutes of 2017.",2017-10-15,https://legiscan.com/CA/text/AB262/id/1652993
623673,CA,SB1121,California Climate Technology and Infrastructure,2014-02-19,S,Ordered to inactive file on request of Assembly Member V. Manuel Pérez.,2014-08-28,https://legiscan.com/CA/text/SB1121/id/1042999
1592796,CA,SB1101,"Carbon sequestration: pore space ownership and Carbon Capture, Utilization, and Storage Program.",2022-02-16,S,Set for hearing April 20.,2022-03-25,https://legiscan.com/CA/text/SB1101/id/2550553
624797,CA,AB2050,California Global Warming Solutions Act of 2006: scoping plan.,2014-02-20,A,In committee: Held under submission.,2014-08-14,https://legiscan.com/CA/text/AB2050/id/1038198
1456999,CA,SB604,Natural resources: the Nature and Parks Career Pathway and Community Resiliency and Equity Act of 2021.,2021-02-18,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/SB604/id/2356764
1180204,CA,SB182,Local government: planning and zoning: wildfires.,2019-01-29,S,In Senate. Consideration of Governor's veto pending.,2020-09-30,https://legiscan.com/CA/text/SB182/id/2207123
1458946,CA,AB1395,The California Climate Crisis Act.,2021-02-19,A,Ordered to inactive file by unanimous consent.,2021-09-10,https://legiscan.com/CA/text/AB1395/id/2431703
967150,CA,AB1433,Tribal gaming: compact ratification.,2017-02-17,A,"Chaptered by Secretary of State - Chapter 11, Statutes of 2018.",2018-05-14,https://legiscan.com/CA/text/AB1433/id/1795814
1321441,CA,AB1992,Transportation: transportation infrastructure: climate change.,2020-01-27,A,Re-referred to Com. on TRANS.,2020-03-12,https://legiscan.com/CA/text/AB1992/id/2169199
1590465,CA,SB989,"Climate Change Preparedness, Resiliency, and Jobs for Communities Program: climate-beneficial projects: grant funding.",2022-02-14,S,Set for hearing April 27.,2022-04-14,https://legiscan.com/CA/text/SB989/id/2544074
1215450,CA,AB1445,Climate change: emergency declaration and policy.,2019-02-22,A,Died at Desk.,2020-02-03,https://legiscan.com/CA/text/AB1445/id/1926033
1594821,CA,SB1297,Low-embodied carbon building materials: carbon sequestration.,2022-02-18,S,Set for hearing April 26.,2022-04-07,https://legiscan.com/CA/text/SB1297/id/2559455
1123982,CA,AJR47,Climate change and coastal resources.,2018-07-02,A,In Senate. To Com. on RLS.,2018-08-31,https://legiscan.com/CA/text/AJR47/id/1812674
1090620,CA,AB2551,Forestry and fire prevention: joint prescribed burning operations: watersheds.,2018-02-15,A,"Chaptered by Secretary of State - Chapter 638, Statutes of 2018.",2018-09-21,https://legiscan.com/CA/text/AB2551/id/1820758
71596,CA,ACR133,Earth Hour.,2010-02-19,,"Chaptered by Secretary of State - Res. Chapter 4, Statutes of 2010.",2010-04-01,https://legiscan.com/CA/text/ACR133/id/65796
850693,CA,AB2087,Regional conservation investment strategies.,2016-02-17,A,"Chaptered by Secretary of State - Chapter 455, Statutes of 2016.",2016-09-22,https://legiscan.com/CA/text/AB2087/id/1430989
1592579,CA,SB1075,Hydrogen: green hydrogen: emissions of greenhouse gases.,2022-02-15,S,Set for hearing April 26.,2022-04-14,https://legiscan.com/CA/text/SB1075/id/2566859
1458940,CA,AB1389,Alternative and Renewable Fuel and Vehicle Technology Program.,2021-02-19,A,Ordered to inactive file at the request of Senator Gonzalez.,2021-09-07,https://legiscan.com/CA/text/AB1389/id/2431647
1588102,CA,AB1939,Pupil instruction: science requirements: climate change.,2022-02-10,A,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 0.) (April 6).",2022-04-07,https://legiscan.com/CA/text/AB1939/id/2548436
735484,CA,SB367,Agricultural lands: greenhouse gases.,2015-02-24,S,From Assembly without further action.,2016-11-30,https://legiscan.com/CA/text/SB367/id/1258954
1590384,CA,AB2078,"Atmospheric Rivers: Research, Mitigation, and Climate Forecasting Program.",2022-02-14,A,From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 13. Noes 0.) (April 5). Re-referred to Com. on APPR.,2022-04-05,https://legiscan.com/CA/text/AB2078/id/2554695
1343210,CA,SB1070,Land use: general plans.,2020-02-18,S,From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS.,2020-03-25,https://legiscan.com/CA/text/SB1070/id/2175584
1422147,CA,AB303,Aquaculture: mariculture production and restoration: pilot program.,2021-01-25,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB303/id/2463879
625942,CA,AB2348,Natural Resources Climate Improvement Program.,2014-02-21,A,"In committee: Set, second hearing. Held under submission.",2014-05-23,https://legiscan.com/CA/text/AB2348/id/1013648
967176,CA,SB775,California Global Warming Solutions Act of 2006: market-based compliance mechanisms.,2017-02-17,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/SB775/id/1606130
1459215,CA,SB726,Alternative fuel and vehicle technologies: sustainable transportation.,2021-02-19,S,Ordered to inactive file on request of Assembly Member Reyes.,2021-09-07,https://legiscan.com/CA/text/SB726/id/2430238
786777,CA,SR37,Relative to public resources,2015-06-29,S,Read. Adopted. (Ayes 24. Noes 3. Page 1985.),2015-07-16,https://legiscan.com/CA/text/SR37/id/1255965
1459279,CA,SB790,Wildlife connectivity actions: compensatory mitigation credits.,2021-02-19,S,"Chaptered by Secretary of State. Chapter 738, Statutes of 2021.",2021-10-08,https://legiscan.com/CA/text/SB790/id/2436569
1593563,CA,AB2419,Environmental justice: federal Infrastructure Investment and Jobs Act: Justice40 Oversight Committee.,2022-02-17,A,Read second time and amended.,2022-04-07,https://legiscan.com/CA/text/AB2419/id/2566731
1453422,CA,AB753,Barry Keene Underground Storage Tank Cleanup Trust Fund Act of 1989: brownfields remediation and redevelopment.,2021-02-16,A,In committee: Held under submission.,2021-08-26,https://legiscan.com/CA/text/AB753/id/2416011
512593,CA,AB691,State lands: granted trust lands: sea level rise.,2013-02-21,A,"Chaptered by Secretary of State - Chapter 592, Statutes of 2013.",2013-10-05,https://legiscan.com/CA/text/AB691/id/895042
377043,CA,AB1532,California Global Warming Solutions Act of 2006:,2012-01-23,,"Chaptered by Secretary of State - Chapter 807, Statutes of 2012.",2012-09-30,https://legiscan.com/CA/text/AB1532/id/665352
892463,CA,AB18,Healing arts: Licensed Physicians and Dentists from Mexico Pilot Program.,2016-12-05,A,In committee: Held under submission.,2018-08-16,https://legiscan.com/CA/text/AB18/id/1815991
